SEVERITYCODE,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR
1,-122.3332709,47.57665118,73,45300,45300,1069729,Matched,Block,,OCCIDENTAL AVE S BETWEEN S FOREST ST AND S HANFORD ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2005/03/18 00:00:00+00,3/18/2005 10:09:00 AM,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",Y,0,Clear,Dry,Daylight,,5077020,,32,One parked--one moving,0,0,N
1,-122.3761823,47.4994904,74,32000,32000,1215388,Matched,Block,,35TH AVE SW BETWEEN 37TH AVE SW AND MARINE VIEW DR SW,,,1,Property Damage Only Collision,Parked Car,4,0,0,4,2004/06/24 00:00:00+00,6/24/2004 7:43:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,4176028,Y,32,One parked--one moving,0,0,N
1,-122.3654658,47.56508875,75,1234,1234,2897719,Matched,Block,,26TH AVE SW BETWEEN SW NEVADA ST AND SW GENESEE ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/03/30 00:00:00+00,3/30/2013 10:30:00 AM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Clear,Dry,Daylight,,,,32,One parked--one moving,0,0,N
1,-122.360753,47.70366816,76,1293,1293,3501623,Matched,Intersection,37108,3RD AVE NW AND NW 103RD N ST, ,,1,Property Damage Only Collision,Other,1,0,0,1,2013/03/27 00:00:00+00,3/27/2013 2:41:00 AM,At Intersection (intersection related),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,N,Overcast,Dry,Dark - Street Lights On,,,,50,Fixed object,0,0,N
2,-122.3224587,47.59583117,77,330829,332329,EA29401,Matched,Intersection,30447,8TH AVE S AND S DEARBORN ST, ,,2,Injury Collision,Angles,2,0,0,2,2020/04/13 00:00:00+00,4/13/2020 1:00:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
1,-122.3258971,47.63750541,78,111400,111400,3345876,Matched,Block,,EASTLAKE AVE E BETWEEN E NEWTON ST AND E BOSTON ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2010/10/04 00:00:00+00,10-04-2010 21:15,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Unknown,Unknown,Unknown,,10277006,,32,One parked--one moving,0,0,N
2,-122.3093918,47.59308025,79,25300,25300,1795877,Matched,Block,,RAINIER AVE S BETWEEN S NORMAN ST AND I90 WB RAINIER NB OF RP,,,2,Injury Collision,Rear Ended,2,0,0,2,2004/09/30 00:00:00+00,9/30/2004 12:40:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,4274006,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3251391,47.60933797,80,55500,55500,2128045,Matched,Intersection,29920,BOREN AVE AND MADISON ST,,,2,Injury Collision,Angles,2,0,0,2,2006/06/06 00:00:00+00,06-06-2006,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Dark - Street Lights On,,6157003,,10,Entering at angle,0,0,N
1,-122.3148692,47.61362457,81,1344,1344,3605911,Matched,Block,,E MADISON ST BETWEEN 13TH AVE AND 14TH AVE, ,,1,Property Damage Only Collision,Rear Ended,3,0,0,2,2013/03/27 00:00:00+00,3/27/2013 6:05:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,,,,13,From same direction - both going straight - both moving - rear-end,0,0,N
1,-122.2919244,47.58174032,82,160000,160020,3577239,Matched,Block,,32ND AVE S BETWEEN S COLLEGE ST AND S BAYVIEW ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2014/01/06 00:00:00+00,01-06-2014 12:00,Mid-Block (not related to intersection),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Unknown,Unknown,Daylight,,,,32,One parked--one moving,0,0,N
2,-122.3417749,47.61526498,83,41900,41900,2024135,Matched,Intersection,29534,5TH AVE AND BLANCHARD ST,,,2,Injury Collision,Pedestrian,2,1,0,1,2005/08/24 00:00:00+00,8/24/2005 10:35:00 AM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Clear,Dry,Daylight,,5236010,,0,Vehicle going straight hits pedestrian,0,0,N
1,-122.3222382,47.60364596,84,30900,30900,1477843,Matched,Block,,ALDER ST BETWEEN 9TH AVE AND TERRY AVE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/08/25 00:00:00+00,8/25/2004 9:41:00 AM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Raining,Wet,Daylight,,4238027,,32,One parked--one moving,0,0,N
1,-122.2942012,47.5741472,85,1109,1109,3617331,Matched,Block,,S BYRON ST BETWEEN RAINIER AVE S AND WETMORE AVE S, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/03/28 00:00:00+00,3/28/2013 12:40:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,20,One car leaving parked position,0,0,N
1,,,86,5721,5721,1786583,Unmatched,,,,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Parked Car,0,0,0,2,2007/08/27 00:00:00+00,8/27/2007,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear,Dry,Daylight,,3239035,,32,One parked--one moving,0,0,N
1,-122.3605238,47.51919484,87,320926,322426,3587806,Unmatched,Intersection,34896,21ST AVE SW AND SW CAMBRIDGE ST, ,,1,Property Damage Only Collision,,3,0,0,0,2019/07/08 00:00:00+00,07-08-2019,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,,,,,,,, ,,0,0,N
1,-122.3604505,47.53007875,88,112700,112700,3288059,Matched,Block,,DELRIDGE WAY SW BETWEEN SW KENYON ST AND SW THISTLE ST,,,1,Property Damage Only Collision,Parked Car,4,0,0,4,2010/01/24 00:00:00+00,1/24/2010 1:29:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dark - Street Lights On,,10024030,,32,One parked--one moving,0,0,N
1,-122.3458631,47.61299081,89,320821,322321,E937100,Matched,Block,,1ST AVE BETWEEN BLANCHARD ST AND BELL ST, ,,1,Property Damage Only Collision,Other,3,0,0,3,2019/07/02 00:00:00+00,07-02-2019 14:42,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,23,From same direction - all others,0,0,N
2,-122.3762178,47.65421475,90,53500,53500,2187517,Matched,Block,,15TH AVE W BETWEEN W EMERSON ST AND BALLARD BR,,,2,Injury Collision,Rear Ended,2,0,0,2,2006/06/13 00:00:00+00,6/13/2006 3:25:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,6164017,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3124641,47.65297596,91,1099,1099,3503283,Matched,Intersection,27149,15TH AVE NE AND NE PACIFIC ST, ,,1,Property Damage Only Collision,Cycles,2,0,1,1,2013/03/28 00:00:00+00,3/28/2013 3:30:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,0,520838,N
2,-122.3347922,47.54919059,92,82600,82600,2796973,Matched,Block,,EAST MARGINAL WAY S BETWEEN S FIDALGO ST AND 1ST AVE S,,,2,Injury Collision,Other,2,0,0,2,2008/03/14 00:00:00+00,3/14/2008 6:15:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,,8074027,,21,One car entering driveway access,0,0,N
2,-122.3025795,47.57192358,93,52700,52700,2610928,Matched,Block,,S SPOKANE ST BETWEEN 23RD AVE S AND 24TH AVE S,,,2,Injury Collision,Rear Ended,2,0,0,2,2006/10/17 00:00:00+00,10/17/2006 3:00:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,6290012,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3141483,47.6086306,94,26200,26200,1790123,Matched,Block,,14TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/04/14 00:00:00+00,4/14/2004 2:21:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Overcast,Dry,Daylight,,4105041,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3470701,47.53407785,95,1375,1375,3380833,Matched,Intersection,34153,HIGHLAND PARK WAY SW AND SW HOLDEN N ST, ,,1,Property Damage Only Collision,Rear Ended,3,0,0,2,2013/04/03 00:00:00+00,04-03-2013 17:28,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3022335,47.59928129,96,112500,112500,3199463,Matched,Intersection,30757,23RD AVE S AND S JACKSON ST, ,,2,Injury Collision,Pedestrian,2,1,0,1,2010/03/10 00:00:00+00,03-10-2010 11:58,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Clear,Dry,Daylight,Y,10069006,,1,Vehicle turning right hits pedestrian,0,521466,N
1,-122.3476013,47.62090802,97,35100,35100,C659015,Matched,Intersection,28931,5TH AVE N AND BROAD ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2005/11/10 00:00:00+00,11-10-2005 18:10,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Dark - Street Lights On,,5314040,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.3149171,47.52601648,98,320920,322420,3587802,Matched,Block,,14TH AVE S BETWEEN S CLOVERDALE ST AND S DONOVAN ST, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2019/07/05 00:00:00+00,07-05-2019 00:32,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.3684878,47.53371299,99,330923,332423,3857189,Matched,Intersection,34061,28TH AVE SW AND SW HOLDEN ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,2020/04/20 00:00:00+00,4/20/2020 1:09:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
1,-122.2949335,47.6016523,100,48000,48000,1745029,Matched,Intersection,30577,29TH AVE AND E YESLER WAY,,,1,Property Damage Only Collision,Angles,2,0,0,2,2005/01/26 00:00:00+00,1/26/2005 9:26:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,5026015,,10,Entering at angle,0,0,N
2,-122.3762169,47.66716211,102,1059,1059,3501621,Matched,Intersection,25426,15TH AVE NW AND NW 53RD ST, ,,2,Injury Collision,Head On,2,0,0,2,2013/03/25 00:00:00+00,3/25/2013 6:40:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dawn,,,,30,From opposite direction - all others,0,0,N
2,-122.3370539,47.69596295,103,22000,22000,1079891,Matched,Block,,N 92ND ST BETWEEN DENSMORE AVE N AND WALLINGFORD AVE N,,,2,Injury Collision,Other,1,0,1,0,2004/10/11 00:00:00+00,10-11-2004 16:00,Mid-Block (but intersection related),69,PEDALCYCLIST OVERTURNED IN ROAD,,0,Clear,Dry,Daylight,,4285019,,52,Vehicle overturned,0,0,N
1,-122.3531671,47.61730798,104,57900,57900,2623041,Matched,Block,,1ST AVE BETWEEN BROAD ST AND EAGLE ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2006/08/08 00:00:00+00,08-08-2006,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Dry,Daylight,,6220006,,32,One parked--one moving,0,0,N
1,-122.3207624,47.61296336,105,330954,332454,EA30502,Matched,Intersection,29757,BROADWAY AND E UNION ST, ,,1,Property Damage Only Collision,Pedestrian,3,1,0,1,2020/04/22 00:00:00+00,4/22/2020 9:14:00 PM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Overcast,Wet,Dark - Street Lights On,,,,0,Vehicle going straight hits pedestrian,0,0,N
1,-122.3630317,47.54838526,106,50500,50500,2072582,Matched,Block,,DELRIDGE WAY SW BETWEEN SW JUNEAU ST AND 24TH AVE SW,,,1,Property Damage Only Collision,Right Turn,16,0,0,2,2006/06/19 00:00:00+00,6/19/2006 2:30:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,6170009,,16,From same direction - one right turn - one straight,0,0,N
1,-122.3482173,47.62542541,107,37100,37100,1783802,Matched,Block,,ROY ST BETWEEN 4TH AVE N AND 5TH AVE N,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2005/03/04 00:00:00+00,03-04-2005,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Dry,Dark - Street Lights On,,5063033,,32,One parked--one moving,0,0,N
1,-122.3739146,47.63088021,109,57000,57000,2622560,Matched,Block,,ELLIOTT AVE W BETWEEN W LEE ST AND W GALER ST FLYOVER,,,1,Property Damage Only Collision,Rear Ended,4,0,0,4,2006/09/26 00:00:00+00,9/26/2006 7:39:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,6269014,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.2946969,47.72018507,110,34000,34000,C651704,Matched,Block,,LAKE CITY WAY NE BETWEEN NE 125TH ST AND NE 127TH ST,,,1,Property Damage Only Collision,Rear Ended,4,0,0,4,2005/06/21 00:00:00+00,6/21/2005 6:45:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Unknown,Wet,Dusk,,5172044,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3378706,47.60647838,112,1189,1189,3548948,Matched,Block,,1ST AVE BETWEEN SENECA ST AND UNIVERSITY ST, ,,1,Property Damage Only Collision,Sideswipe,8,0,0,2,2013/03/30 00:00:00+00,3/30/2013 6:20:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.3113976,47.73393647,113,330880,332380,3836179,Matched,Block,,NE 145TH ST BETWEEN 15TH AVE NE AND 17TH AVE NE, ,,1,Property Damage Only Collision,Other,1,0,0,1,2020/04/19 00:00:00+00,4/19/2020 7:02:00 PM,Driveway Junction,26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,N,Clear,Dry,Dusk,,,,50,Fixed object,0,0,N
1,-122.3319837,47.65912095,114,42000,42000,1220273,Matched,Block,,N 43RD ST BETWEEN BAGLEY AVE N AND CORLISS AVE N,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2005/07/10 00:00:00+00,07-10-2005 03:54,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,5191007,,32,One parked--one moving,0,0,N
1,-122.3054619,47.66307462,115,29000,29000,1793868,Matched,Intersection,26072,21ST AVE NE AND NE 47TH ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/09/08 00:00:00+00,09-08-2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,,4252031,,10,Entering at angle,0,0,N
1,-122.3918973,47.67946318,116,1226,1226,3612934,Matched,Intersection,24013,EARL AVE NW AND NW 70TH ST, ,,1,Property Damage Only Collision,Angles,3,0,0,2,2013/03/30 00:00:00+00,3/30/2013 10:30:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
1,-122.3207262,47.66156251,117,1181,1181,3501659,Matched,Block,,7TH AVE NE BETWEEN NE 45TH ST AND NE 45TH ST ON RP, ,,1,Property Damage Only Collision,Sideswipe,3,0,0,2,2013/03/30 00:00:00+00,3/30/2013 2:00:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1,-122.3409863,47.66466207,119,330807,332307,EA29618,Matched,Block,,GREEN LAKE WAY N BETWEEN N 49TH ST AND N 50TH ST,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Parked Car,2,0,0,2,2020/04/09 00:00:00+00,04-09-2020 16:30,,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear,Dry,Daylight,,,,32,One parked--one moving,0,0,Y
2,-122.3268036,47.61670793,120,96600,96600,3207411,Matched,Block,,BELLEVUE AVE BETWEEN E OLIVE ST AND E OLIVE WAY,,,2,Injury Collision,Pedestrian,2,1,0,1,2009/09/30 00:00:00+00,9/30/2009 6:41:00 PM,Mid-Block (but intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,Y,0,Clear,Dry,Dusk,,9273020,,0,Vehicle going straight hits pedestrian,0,0,N
1,-122.3119052,47.67210552,121,53900,53900,2178785,Matched,Intersection,25994,15TH AVE NE AND COWEN PL NE,,,1,Property Damage Only Collision,Angles,2,0,0,2,2006/04/20 00:00:00+00,4/20/2006 9:56:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,,6110025,,10,Entering at angle,0,0,N
1,-122.3774515,47.56245514,122,1319,1319,3615284,Matched,Block,,36TH AVE SW BETWEEN SW OREGON ST AND SW SNOQUALMIE ST,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/04/01 00:00:00+00,04-01-2013 17:00,Mid-Block (not related to intersection),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear,Dry,Daylight,,,,32,One parked--one moving,0,0,N
1,-122.3698148,47.67866057,123,1013,1013,3615259,Matched,Block,,10TH AVE NW BETWEEN NW 67TH ST AND NW 70TH W ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/03/23 00:00:00+00,3/23/2013 12:01:00 AM,Mid-Block (not related to intersection),12,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, RIGHT SIDE AT ANGLE",,N,Unknown,Unknown,Unknown,,,,32,One parked--one moving,0,0,N
1,-122.3833149,47.6433842,124,40300,40300,2108587,Matched,Block,,21ST AVE W BETWEEN ELLIOTT BAY TRL AND THORNDYKE AVE W,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2005/09/01 00:00:00+00,09-01-2005,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Unknown,Unknown,Unknown,,5244004,,32,One parked--one moving,0,0,N
1,-122.3658687,47.5259671,125,39300,39300,1076530,Matched,Block,,26TH AVE SW BETWEEN SW CLOVERDALE ST AND DEAD END 2,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2005/05/29 00:00:00+00,5/29/2005 1:30:00 AM,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,5149018,,32,One parked--one moving,0,0,N
1,-122.2892802,47.69019813,126,1111,1111,3502001,Matched,Intersection,37950,36TH AVE NE AND NE 85TH ST, ,,1,Property Damage Only Collision,Parked Car,4,0,0,4,2013/03/26 00:00:00+00,3/26/2013 6:31:00 PM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,Y,Clear,Dry,Dusk,,,,32,One parked--one moving,0,0,N
1,-122.3079367,47.54698098,127,19100,19100,1779486,Matched,Intersection,33396,SWIFT AVE S AND S GRAHAM ST,,,1,Property Damage Only Collision,Left Turn,3,0,0,2,2004/02/27 00:00:00+00,2/27/2004 5:42:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Dusk,,4058018,,28,From opposite direction - one left turn - one straight,0,0,N
1,-122.2871721,47.60665462,128,320843,322343,E919479,Matched,Block,,36TH AVE BETWEEN E TERRACE ST AND E CHERRY ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,2019/04/25 00:00:00+00,4/25/2019 12:00:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Overcast,Dry,Daylight,,,,10,Entering at angle,0,0,N
1,-122.3145935,47.62688711,129,98800,98800,C719936,Matched,Intersection,28971,14TH AVE E AND E ALOHA ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2009/04/12 00:00:00+00,04-12-2009 18:00,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,9102032,,28,From opposite direction - one left turn - one straight,0,0,N
2,-122.3154424,47.66128458,130,320909,322409,E925052,Matched,Intersection,27064,12TH AVE NE AND NE 45TH ST, ,,2,Injury Collision,Pedestrian,2,1,0,1,2019/04/25 00:00:00+00,4/25/2019 11:52:00 AM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Clear,Dry,Daylight,,,,1,Vehicle turning right hits pedestrian,0,0,N
2,-122.3356005,47.61852277,131,62500,62500,2071831,Matched,Block,,DENNY WAY BETWEEN BOREN AVE N AND BOREN AVE,,,2,Injury Collision,Rear Ended,3,0,0,2,2006/04/04 00:00:00+00,04-04-2006,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,6094046,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3318586,47.61760953,132,1303,1303,3645762,Matched,Intersection,29172,MINOR AVE AND STEWART ST,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Right Turn,2,0,0,2,2013/03/26 00:00:00+00,3/26/2013 7:04:00 AM,At Intersection (intersection related),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Unknown,Dry,Daylight,,,,16,From same direction - one right turn - one straight,0,0,N
2,-122.3833149,47.6433842,133,57800,57800,2410889,Matched,Block,,21ST AVE W BETWEEN ELLIOTT BAY TRL AND THORNDYKE AVE W,,,2,Injury Collision,Cycles,2,0,1,1,2006/08/09 00:00:00+00,08-09-2006,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,Y,6221003,,45,Vehicle - Pedalcyclist,0,0,N
1,-122.3181726,47.64813853,134,330978,332478,EA30849,Unmatched,Block,,FUHRMAN AVE E BETWEEN E GWINN PL AND E ALLISON S ST, ,,1,Property Damage Only Collision,,2,0,0,0,2020/04/25 00:00:00+00,4/25/2020,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,,,,,,,, ,,0,0,Y
1,-122.3157136,47.62253535,136,36000,36000,1793318,Matched,Block,,13TH AVE E BETWEEN E HARRISON ST AND E REPUBLICAN ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2005/05/02 00:00:00+00,05-02-2005,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear,Dry,Unknown,,5122030,,32,One parked--one moving,0,0,N
1,,,137,1364,1364,3643907,Matched,Block,,ALASKAN WY VI SB BETWEEN BATTERY ST TUNNEL SB AND ELLIOTT AV ON RP, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2013/04/02 00:00:00+00,04-02-2013 16:33,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
